"PLU","CATEGORY","COMMODITY","VARIETY","VARIETY-NEW","ADDITIONAL VARIETY INFO","VARIETY_INFO-NEW","SIZE","NA MEASUREMENTS","ROW MEASUREMENTS","RESTRICTIONS","NOTES","BOTANICAL NAME","BOTANICAL-OLD","AKA","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE"
"3209","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3210","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3211","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3212","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3213","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3214","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3215","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3216","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3217","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3218","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3219","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3220","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3221","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3222","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3223","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3224","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3225","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3226","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3227","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3228","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3229","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3230","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"3231","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
